Title,Date,Category,Link
"Manchester Physician Agrees to Pay $133,464 to Settle Civil Health Care Fraud Case","June 28, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manchester-physician-agrees-to-pay-133464-to-settle-civil-health-care-fraud-case/
Los Angeles Hospital Agrees to Pay $42 Million to Settle Alleged False Claims Act Violations Arising from Improper Payments to Physicians,"June 28, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/los-angeles-hospital-agrees-to-pay-42-million-to-settle-alleged-false-claims-act-violations-arising-from-improper-payments-to-physicians/
Former Florida State Hospital Worker Arrested for Aggravated Abuse of a Patient,"June 28, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-florida-state-hospital-worker-arrested-for-aggravated-abuse-of-a-patient/
Physician and Wife to Pay $1.2 Million to Settle False Claims Act Allegations that They Billed Medicare and Medicaid for Unapproved Drugs,"June 27, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-wife-to-pay-12-million-to-settle-false-claims-act-allegations-that-they-billed-medicare-and-medicaid-for-unapproved-drugs/
A.G. Schneiderman Announces Sentence Of Suffolk County Doctor For Criminal Sale Of Opioid Prescriptions,"June 27, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-sentence-of-suffolk-county-doctor-for-criminal-sale-of-opioid-prescriptions/
Former Clinical Pharmacy Manager Sentenced to Serve 16 Months in Prison for $4.4 Million TennCare Fraud Scheme,"June 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-clinical-pharmacy-manager-sentenced-to-serve-16-months-in-prison-for-44-million-tenncare-fraud-scheme/
"Norman Orthopedic Practice Pays $1,537,796 to Resolve Allegations of False Claims Submitted to Federal and State Programs for Medical Services","June 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/norman-orthopedic-practice-pays-1537796-to-resolve-allegations-of-false-claims-submitted-to-federal-and-state-programs-for-medical-services/
Cardiac Monitoring Companies and Executive Agree to Pay $13.45 Million to Resolve False Claims Act Allegations,"June 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiac-monitoring-companies-and-executive-agree-to-pay-1345-million-to-resolve-false-claims-act-allegations/
Orlando Doctor and Infusion Clinic Owner Sentenced to 64 Months and 90 Months in Prison for Role in Medicare Fraud,"June 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orlando-doctor-and-infusion-clinic-owner-sentenced-to-64-months-and-90-months-in-prison-for-role-in-medicare-fraud/
A.G. Schneiderman Announces Arrest Of Registered Nurse For Allegedly Defrauding Medicaid,"June 26, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-registered-nurse-for-allegedly-defrauding-medicaid/
South Carolina Hospital Settles Case Involving Patient Dumping Allegations,"June 23, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/south-carolina-hospital-settles-case-involving-patient-dumping-allegations/
Colorado Podiatrist Sentenced to Prison for Health Care Fraud,"June 23, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/colorado-podiatrist-sentenced-to-prison-for-health-care-fraud/
"Calvert Physical Therapy and Sports Fitness Center Agreed to Pay $368,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Therapy Services that Were Not Provided as Claimed","June 23, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/calvert-physical-therapy-and-sports-fitness-center-agreed-to-pay-368000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-therapy-services-that-were-not-provided-as-claimed/
Former Nursing Home Manager Arrested for Organized Scheme to Defraud and Grand Theft,"June 23, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-nursing-home-manager-arrested-for-organized-scheme-to-defraud-and-grand-theft/
Athens County Home Health Care Agency Owner Pleads Guilty to $2M in Fraud,"June 22, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/athens-county-home-health-care-agency-owner-pleads-guilty-to-2m-in-fraud/
Former Physician Sentenced for Health Care Fraud,"June 22, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-physician-sentenced-for-health-care-fraud/
"Local Physician, Dr. James M. Crumb, and Mobile Based Physician Group, Coastal Neurological Institute, P.C., paid $1.4 million to Settle False Claims Act Allegations","June 22, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-physician-dr-james-m-crumb-and-mobile-based-physician-group-coastal-neurological-institute-pc-paid-14-million-to-settle-false-claims-act-allegations/
Pinellas County Man Arrested for Exploiting Two Elderly and Disabled Victims,"June 22, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/pinellas-county-man-arrested-for-exploiting-two-elderly-and-disabled-victims/
"Two Arrested for More than $100,000 in Medicaid Fraud","June 22, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-arrested-for-more-than-100000-in-medicaid-fraud/
Marion Co. Woman Charged with TennCare Drug Fraud,"June 22, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/marion-co-woman-charged-with-tenncare-drug-fraud/
Louisiana Dentist Settles Case Involving Medically Unnecessary Claims,"June 21, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/louisiana-dentist-settles-case-involving-medically-unnecessary-claims/
Five Doctors Plead Guilty in Connection with Test-Referral Scheme with New Jersey Clinical Lab,"June 21, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-doctors-plead-guilty-in-connection-with-test-referral-scheme-with-new-jersey-clinical-lab/
Florida Pharmacy Settles Case Involving Excluded Individual,"June 20, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/florida-pharmacy-settles-case-involving-excluded-individual/
Bergen County Doctor Sentenced to 41 Months in Prison for Taking Bribes in Test-Referral Scheme,"June 20, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bergen-county-doctor-sentenced-to-41-months-in-prison-for-taking-bribes-in-test-referral-scheme/
Boston Medical Center Settles False and Fraudulent Medicare Claims Case,"June 16, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/boston-medical-center-settles-false-and-fraudulent-medicare-claims-case/
UMass Medical Center Settles False and Fraudulent Medicare Claims Case,"June 16, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/umass-medical-center-settles-false-and-fraudulent-medicare-claims-case/
"Genesis Healthcare, Inc. Agrees To Pay Federal Government $53.6 Million To Resolve Allegations Of Medically Unnecessary Rehabilitation Therapy And Hospice Services","June 16, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/genesis-healthcare-inc-agrees-to-pay-federal-government-536-million-to-resolve-allegations-of-medically-unnecessary-rehabilitation-therapy-and-hospice-services/
"Laboratory Corporation of America Agreed to Pay $45,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 16, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/laboratory-corporation-of-america-agreed-to-pay-45000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Former Doctor Sentenced to 23 Years in Prison for Distributing Prescription Drugs, Health Care Fraud and Money Laundering","June 15, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-doctor-sentenced-to-23-years-in-prison-for-distributing-prescription-drugs-health-care-fraud-and-money-laundering/
"A.G. Schneiderman Announces Settlement With Healthcare Services Company That Illegally Deferred Notice Of Breach Of More Than 220,000 Patient Records","June 15, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-healthcare-services-company-that-illegally-deferred-notice-of-breach-of-more-than-220000-patient-records/
Jacksonville Man Sentenced For Perpetrating Fraud Schemes While Illegally Collecting Disability And Medicaid Benefits,"June 14, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jacksonville-man-sentenced-for-perpetrating-fraud-schemes-while-illegally-collecting-disability-and-medicaid-benefits/
"Mother and Daughter Co-Owners of Seven Miami, Florida-Area Home Health Agencies Each Sentenced to Over 10 Years in Prison for Roles in $20 Million Home Health Care Fraud Schemes","June 14, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mother-and-daughter-co-owners-of-seven-miami-florida-area-home-health-agencies-each-sentenced-to-over-10-years-in-prison-for-roles-in-20-million-home-health-care-fraud-schemes/
"Office Manager/Medical Biller in Devine, TX, Sentenced to 17 Years Imprisonment for $3.5 Million Health Care Fraud Scheme","June 14, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/office-managermedical-biller-in-devine-tx-sentenced-to-17-years-imprisonment-for-35-million-health-care-fraud-scheme/
"Cherry Hill Doctor And Son Admit Defrauding Medicare, Agree To $1.78 Million Settlement","June 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cherry-hill-doctor-and-son-admit-defrauding-medicare-agree-to-178-million-settlement/
Dodge County Pharmacy and Pharmacist Agree To Pay Over $2 Million to Resolve False Claims Act and Controlled Substances Act Allegations,"June 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dodge-county-pharmacy-and-pharmacist-agree-to-pay-over-2-million-to-resolve-false-claims-act-and-controlled-substances-act-allegations/
"Owner of Apple of Your Eye Healthcare Services, Inc. Sentenced to 210 Months in Federal Prison for Role in Healthcare Fraud Conspiracy","June 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-apple-of-your-eye-healthcare-services-inc-sentenced-to-210-months-in-federal-prison-for-role-in-healthcare-fraud-conspiracy/
RGV Durable Medical Equipment Company Owner and Four Others Sentenced in Health Care Fraud Scheme,"June 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rgv-durable-medical-equipment-company-owner-and-four-others-sentenced-in-health-care-fraud-scheme/
"University of Rochester to Pay More Than $100,000 to Resolve False Claims Act Lawsuit","June 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/university-of-rochester-to-pay-more-than-100000-to-resolve-false-claims-act-lawsuit/
Rutledge Announces Jonesboro Woman Sentenced for Medicaid Fraud,"June 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-jonesboro-woman-sentenced-for-medicaid-fraud/
A.G. Schneiderman Announces Indictment Of Three-Quarter House Director Charged With Defrauding Medicaid Through The Use Of A Kickback Scheme,"June 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-indictment-of-three-quarter-house-director-charged-with-defrauding-medicaid-through-the-use-of-a-kickback-scheme/
Sioux Falls Woman Sentenced in Embezzlement Case,"June 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/sioux-falls-woman-sentenced-in-embezzlement-case/
Alabama Woman Must Repay TennCare,"June 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/alabama-woman-must-repay-tenncare/
Two West Tennessee Women Charged with TennCare Fraud,"June 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-west-tennessee-women-charged-with-tenncare-fraud/
Physician Assistant Sentenced on 42 Drug-Related Charges,"June 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/physician-assistant-sentenced-on-42-drug-related-charges/
"Lexington, Kentucky, Jury Convicts Clinical Psychologist for Role in $600 Million Social Security Disability Fraud Scheme","June 12, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lexington-kentucky-jury-convicts-clinical-psychologist-for-role-in-600-million-social-security-disability-fraud-scheme/
"Central Maine Medical Center and Central Maine Health Care Corporation Agreed to Pay $196,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 12, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/central-maine-medical-center-and-central-maine-health-care-corporation-agreed-to-pay-196000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Children's National Medical Center Agreed to Pay $615,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Outpatient Pediatric Services Furnished by Medical Students Without Required Supervision","June 12, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/childrens-national-medical-center-agreed-to-pay-615000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-outpatient-pediatric-services-furnished-by-medical-students-without-required-supervision/
Miami-Area Man Charged For Role in $63 Million Health Care Fraud Scheme,"June 9, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-area-man-charged-for-role-in-63-million-health-care-fraud-scheme/
Operation Toothache: A.G. Schneiderman Announces Separate Convictions Of Unlicensed Dentist And Nurse,"June 9, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/operation-toothache-ag-schneiderman-announces-separate-convictions-of-unlicensed-dentist-and-nurse/
Fruitland Woman Sentenced to 60 Months in Prison for Health Care Fraud and Aggravated Identity Theft,"June 7, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fruitland-woman-sentenced-to-60-months-in-prison-for-health-care-fraud-and-aggravated-identity-theft/
School Counselor Pleads Guilty To Health Care Fraud Scheme,"June 7, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/school-counselor-pleads-guilty-to-health-care-fraud-scheme/
Shelter Worker Charged With Attempting to Coerce and Entice An Unaccompanied Alien Minor,"June 7, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/shelter-worker-charged-with-attempting-to-coerce-and-entice-an-unaccompanied-alien-minor/
"Paterson Doctor And Wife, Woodland Park Doctor, Charged In Test-Referral Bribe Scheme With New Jersey Clinical Lab","June 6, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paterson-doctor-and-wife-woodland-park-doctor-charged-in-test-referral-bribe-scheme-with-new-jersey-clinical-lab/
